group,batch,item_id,char,curriculum_idx,strokes,tier,phase,attempt_no,is_retry,verdict,verdict_scheme,judged_at,first_attempt_verdict,final_verdict
G4,B13,p3_char_0503_都,都,503,10,common,character,1,False,A,4tier,2026-08-05T20:20:28,A,A
G2,B13,p3_char_0503_都,都,503,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:20:29,FAIL,FAIL
G1,B13,p3_char_0503_都,都,503,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:20:30,FAIL,FAIL
G3,B13,p3_char_0503_都,都,503,10,common,character,1,False,C,4tier,2026-08-05T20:20:33,C,C
G4,B13,p3_char_0504_畛,畛,504,10,rare,character,1,False,PASS,binary_or_4tier,2026-08-05T20:20:40,PASS,PASS
G3,B13,p3_char_0504_畛,畛,504,10,rare,character,1,False,C,4tier,2026-08-05T20:20:47,C,C
G1,B13,p3_char_0504_畛,畛,504,10,rare,character,1,False,PASS,binary_or_4tier,2026-08-05T20:20:51,PASS,PASS
G2,B13,p3_char_0504_畛,畛,504,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:20:53,FAIL,FAIL
G4,B13,p3_char_0505_起,起,505,10,common,character,1,False,PASS,binary_or_4tier,2026-08-05T20:20:56,PASS,PASS
G1,B13,p3_char_0505_起,起,505,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:20:57,FAIL,FAIL
G3,B13,p3_char_0505_起,起,505,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:20:58,FAIL,FAIL
G2,B13,p3_char_0505_起,起,505,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:20:59,FAIL,FAIL
G1,B13,p3_char_0506_畜,畜,506,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:21:04,FAIL,FAIL
G3,B13,p3_char_0506_畜,畜,506,10,rare,character,1,False,C,4tier,2026-08-05T20:21:08,C,C
G4,B13,p3_char_0506_畜,畜,506,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:21:09,FAIL,FAIL
G2,B13,p3_char_0506_畜,畜,506,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:21:10,FAIL,FAIL
G1,B13,p3_char_0507_高,高,507,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:21:11,FAIL,FAIL
G2,B13,p3_char_0507_高,高,507,10,common,character,1,False,C,4tier,2026-08-05T20:21:15,C,C
G3,B13,p3_char_0507_高,高,507,10,common,character,1,False,PASS,binary_or_4tier,2026-08-05T20:21:16,PASS,PASS
G4,B13,p3_char_0507_高,高,507,10,common,character,1,False,PASS,binary_or_4tier,2026-08-05T20:21:19,PASS,PASS
G1,B13,p3_char_0508_畝,畝,508,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:21:21,FAIL,FAIL
G2,B13,p3_char_0508_畝,畝,508,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:21:23,FAIL,FAIL
G4,B13,p3_char_0508_畝,畝,508,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:21:24,FAIL,FAIL
G3,B13,p3_char_0508_畝,畝,508,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:21:24,FAIL,FAIL
G3,B13,p3_char_0509_特,特,509,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:21:26,FAIL,FAIL
G2,B13,p3_char_0509_特,特,509,10,common,character,1,False,C,4tier,2026-08-05T20:21:28,C,C
G1,B13,p3_char_0509_特,特,509,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:21:28,FAIL,FAIL
G4,B13,p3_char_0509_特,特,509,10,common,character,1,False,A,4tier,2026-08-05T20:21:36,A,A
G1,B13,p3_char_0510_畟,畟,510,10,rare,character,1,False,A,4tier,2026-08-05T20:22:05,A,A
G3,B13,p3_char_0510_畟,畟,510,10,rare,character,1,False,C,4tier,2026-08-05T20:22:08,C,C
G4,B13,p3_char_0510_畟,畟,510,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:22:09,FAIL,FAIL
G2,B13,p3_char_0510_畟,畟,510,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:22:10,FAIL,FAIL
G4,B13,p3_char_0511_海,海,511,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:22:17,FAIL,FAIL
G3,B13,p3_char_0511_海,海,511,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:22:18,FAIL,FAIL
G2,B13,p3_char_0511_海,海,511,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:22:18,FAIL,FAIL
G1,B13,p3_char_0511_海,海,511,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:22:21,FAIL,FAIL
G4,B13,p3_char_0512_畢,畢,512,10,rare,character,1,False,PASS,binary_or_4tier,2026-08-05T20:22:24,PASS,PASS
G2,B13,p3_char_0512_畢,畢,512,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:22:25,FAIL,FAIL
G3,B13,p3_char_0512_畢,畢,512,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:22:26,FAIL,FAIL
G1,B13,p3_char_0512_畢,畢,512,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:22:26,FAIL,FAIL
G1,B13,p3_char_0513_通,通,513,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:22:28,FAIL,FAIL
G3,B13,p3_char_0513_通,通,513,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:22:29,FAIL,FAIL
G4,B13,p3_char_0513_通,通,513,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:22:29,FAIL,FAIL
G2,B13,p3_char_0513_通,通,513,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:22:30,FAIL,FAIL
G3,B13,p3_char_0514_乘,乘,514,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:22:32,FAIL,FAIL
G2,B13,p3_char_0514_乘,乘,514,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:22:32,FAIL,FAIL
G1,B13,p3_char_0514_乘,乘,514,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:22:32,FAIL,FAIL
G4,B13,p3_char_0514_乘,乘,514,10,rare,character,1,False,C,4tier,2026-08-05T20:22:35,C,C
G2,B13,p3_char_0515_原,原,515,10,common,character,1,False,PASS,binary_or_4tier,2026-08-05T20:22:41,PASS,PASS
G3,B13,p3_char_0515_原,原,515,10,common,character,1,False,PASS,binary_or_4tier,2026-08-05T20:22:43,PASS,PASS
G1,B13,p3_char_0515_原,原,515,10,common,character,1,False,C,4tier,2026-08-05T20:22:44,C,C
G4,B13,p3_char_0515_原,原,515,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:22:46,FAIL,FAIL
G2,B13,p3_char_0516_疰,疰,516,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:22:59,FAIL,FAIL
G1,B13,p3_char_0516_疰,疰,516,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:22:59,FAIL,FAIL
G4,B13,p3_char_0516_疰,疰,516,10,rare,character,1,False,C,4tier,2026-08-05T20:23:00,C,C
G3,B13,p3_char_0516_疰,疰,516,10,rare,character,1,False,PASS,binary_or_4tier,2026-08-05T20:23:01,PASS,PASS
G1,B13,p3_char_0517_真,真,517,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:23:04,FAIL,FAIL
G2,B13,p3_char_0517_真,真,517,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:23:08,FAIL,FAIL
G4,B13,p3_char_0517_真,真,517,10,common,character,1,False,PASS,binary_or_4tier,2026-08-05T20:23:09,PASS,PASS
G3,B13,p3_char_0517_真,真,517,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:23:10,FAIL,FAIL
G2,B13,p3_char_0518_疱,疱,518,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:23:11,FAIL,FAIL
G1,B13,p3_char_0518_疱,疱,518,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:23:12,FAIL,FAIL
G4,B13,p3_char_0518_疱,疱,518,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:23:12,FAIL,FAIL
G3,B13,p3_char_0518_疱,疱,518,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:23:13,FAIL,FAIL
G1,B13,p3_char_0519_候,候,519,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:23:14,FAIL,FAIL
G2,B13,p3_char_0519_候,候,519,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:23:15,FAIL,FAIL
G3,B13,p3_char_0519_候,候,519,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:23:15,FAIL,FAIL
G4,B13,p3_char_0519_候,候,519,10,common,character,1,False,C,4tier,2026-08-05T20:23:20,C,C
G4,B13,p3_char_0520_疳,疳,520,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:23:24,FAIL,FAIL
G2,B13,p3_char_0520_疳,疳,520,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:23:25,FAIL,FAIL
G3,B13,p3_char_0520_疳,疳,520,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:23:25,FAIL,FAIL
G1,B13,p3_char_0520_疳,疳,520,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:23:26,FAIL,FAIL
G3,B13,p3_char_0521_验,验,521,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:23:27,FAIL,FAIL
G1,B13,p3_char_0521_验,验,521,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:23:27,FAIL,FAIL
G2,B13,p3_char_0521_验,验,521,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:23:27,FAIL,FAIL
G4,B13,p3_char_0521_验,验,521,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:23:28,FAIL,FAIL
G3,B13,p3_char_0522_疴,疴,522,10,rare,character,1,False,PASS,binary_or_4tier,2026-08-05T20:23:35,PASS,PASS
G1,B13,p3_char_0522_疴,疴,522,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:23:37,FAIL,FAIL
G2,B13,p3_char_0522_疴,疴,522,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:23:37,FAIL,FAIL
G4,B13,p3_char_0522_疴,疴,522,10,rare,character,1,False,C,4tier,2026-08-05T20:23:49,C,C
G4,B13,p3_char_0523_被,被,523,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:23:50,FAIL,FAIL
G3,B13,p3_char_0523_被,被,523,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:23:50,FAIL,FAIL
G1,B13,p3_char_0523_被,被,523,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:23:51,FAIL,FAIL
G2,B13,p3_char_0523_被,被,523,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:23:51,FAIL,FAIL
G2,B13,p3_char_0524_疸,疸,524,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:23:52,FAIL,FAIL
G3,B13,p3_char_0524_疸,疸,524,10,rare,character,1,False,PASS,binary_or_4tier,2026-08-05T20:23:54,PASS,PASS
G1,B13,p3_char_0524_疸,疸,524,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:23:54,FAIL,FAIL
G4,B13,p3_char_0524_疸,疸,524,10,rare,character,1,False,PASS,binary_or_4tier,2026-08-05T20:24:01,PASS,PASS
G3,B13,p3_char_0525_部,部,525,10,common,character,1,False,C,4tier,2026-08-05T20:24:04,C,C
G1,B13,p3_char_0525_部,部,525,10,common,character,1,False,C,4tier,2026-08-05T20:24:06,C,C
G4,B13,p3_char_0525_部,部,525,10,common,character,1,False,C,4tier,2026-08-05T20:24:07,C,C
G2,B13,p3_char_0525_部,部,525,10,common,character,1,False,C,4tier,2026-08-05T20:24:12,C,C
G4,B13,p3_char_0526_疹,疹,526,10,rare,character,1,False,C,4tier,2026-08-05T20:24:16,C,C
G1,B13,p3_char_0526_疹,疹,526,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:24:18,FAIL,FAIL
G2,B13,p3_char_0526_疹,疹,526,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:24:18,FAIL,FAIL
G3,B13,p3_char_0526_疹,疹,526,10,rare,character,1,False,C,4tier,2026-08-05T20:24:21,C,C
G4,B13,p3_char_0527_造,造,527,10,common,character,1,False,PASS,binary_or_4tier,2026-08-05T20:24:23,PASS,PASS
G1,B13,p3_char_0527_造,造,527,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:24:25,FAIL,FAIL
G3,B13,p3_char_0527_造,造,527,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:24:25,FAIL,FAIL
G2,B13,p3_char_0527_造,造,527,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:24:27,FAIL,FAIL
G2,B13,p3_char_0528_疽,疽,528,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:24:37,FAIL,FAIL
G3,B13,p3_char_0528_疽,疽,528,10,rare,character,1,False,C,4tier,2026-08-05T20:24:38,C,C
G4,B13,p3_char_0528_疽,疽,528,10,rare,character,1,False,A,4tier,2026-08-05T20:24:41,A,A
G1,B13,p3_char_0528_疽,疽,528,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:24:42,FAIL,FAIL
G4,B13,p3_char_0529_热,热,529,10,common,character,1,False,C,4tier,2026-08-05T20:24:45,C,C
G3,B13,p3_char_0529_热,热,529,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:24:47,FAIL,FAIL
G2,B13,p3_char_0529_热,热,529,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:24:48,FAIL,FAIL
G1,B13,p3_char_0529_热,热,529,10,common,character,1,False,A,4tier,2026-08-05T20:25:00,A,A
G2,B13,p3_char_0530_痂,痂,530,10,rare,character,1,False,C,4tier,2026-08-05T20:25:10,C,C
G4,B13,p3_char_0530_痂,痂,530,10,rare,character,1,False,C,4tier,2026-08-05T20:25:12,C,C
G3,B13,p3_char_0530_痂,痂,530,10,rare,character,1,False,PASS,binary_or_4tier,2026-08-05T20:25:14,PASS,PASS
G1,B13,p3_char_0530_痂,痂,530,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:25:31,FAIL,FAIL
G4,B13,p3_char_0531_速,速,531,10,common,character,1,False,C,4tier,2026-08-05T20:25:33,C,C
G2,B13,p3_char_0531_速,速,531,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:25:35,FAIL,FAIL
G1,B13,p3_char_0531_速,速,531,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:25:38,FAIL,FAIL
G3,B13,p3_char_0531_速,速,531,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:25:40,FAIL,FAIL
G4,B13,p3_char_0532_亳,亳,532,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:25:43,FAIL,FAIL
G2,B13,p3_char_0532_亳,亳,532,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:25:43,FAIL,FAIL
G1,B13,p3_char_0532_亳,亳,532,10,rare,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:25:44,FAIL,FAIL
G3,B13,p3_char_0532_亳,亳,532,10,rare,character,1,False,C,4tier,2026-08-05T20:26:04,C,C
G2,B13,p3_char_0533_值,值,533,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:26:06,FAIL,FAIL
G4,B13,p3_char_0533_值,值,533,10,common,character,1,False,PASS,binary_or_4tier,2026-08-05T20:26:06,PASS,PASS
G1,B13,p3_char_0533_值,值,533,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:26:07,FAIL,FAIL
G3,B13,p3_char_0533_值,值,533,10,common,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:26:07,FAIL,FAIL
G3,B13,p3_char_0430_畈__retry_1__G3,畈__retry_1__G3,430,,,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:26:09,FAIL,FAIL
G3,B13,p3_char_0432_畋__retry_1__G3,畋__retry_1__G3,432,,,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:26:12,FAIL,FAIL
G3,B13,p3_char_0451_给__retry_1__G3,给__retry_1__G3,451,,,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:26:14,FAIL,FAIL
G3,B13,p3_char_0467_结__retry_1__G3,结__retry_1__G3,467,,,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:26:16,FAIL,FAIL
G3,B13,p3_char_0463_神__retry_1__G3,神__retry_1__G3,463,,,character,1,False,C,4tier,2026-08-05T20:26:17,C,C
G3,B13,p3_char_0466_盃__retry_1__G3,盃__retry_1__G3,466,,,character,1,False,PASS,binary_or_4tier,2026-08-05T20:26:20,PASS,PASS
G3,B13,p3_char_0470_侶__retry_1__G3,侶__retry_1__G3,470,,,character,1,False,C,4tier,2026-08-05T20:26:22,C,C
G3,B13,p3_char_0474_係__retry_1__G3,係__retry_1__G3,474,,,character,1,False,C,4tier,2026-08-05T20:26:26,C,C
G4,B13,p3_char_0434_畎__retry_1__G4,畎__retry_1__G4,434,,,character,1,False,A,4tier,2026-08-05T20:26:28,A,A
G4,B13,p3_char_0436_畏__retry_1__G4,畏__retry_1__G4,436,,,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:26:29,FAIL,FAIL
G4,B13,p3_char_0439_将__retry_1__G4,将__retry_1__G4,439,,,character,1,False,A,4tier,2026-08-05T20:26:32,A,A
G4,B13,p3_char_0446_疤__retry_1__G4,疤__retry_1__G4,446,,,character,1,False,C,4tier,2026-08-05T20:26:34,C,C
G4,B13,p3_char_0448_疥__retry_1__G4,疥__retry_1__G4,448,,,character,1,False,C,4tier,2026-08-05T20:26:36,C,C
G4,B13,p3_char_0453_度__retry_1__G4,度__retry_1__G4,453,,,character,1,False,A,4tier,2026-08-05T20:26:37,A,A
G4,B13,p3_char_0461_亲__retry_1__G4,亲__retry_1__G4,461,,,character,1,False,PASS,binary_or_4tier,2026-08-05T20:26:40,PASS,PASS
G4,B13,p3_char_0463_神__retry_1__G4,神__retry_1__G4,463,,,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:26:46,FAIL,FAIL
G4,B13,p3_char_0469_便__retry_1__G4,便__retry_1__G4,469,,,character,1,False,C,4tier,2026-08-05T20:26:54,C,C
G4,B13,p3_char_0431_说__retry_2__G4,说__retry_2__G4,431,,,character,1,False,PASS,binary_or_4tier,2026-08-05T20:26:57,PASS,PASS
G4,B13,p3_char_0402_佻__retry_2__G4,佻__retry_2__G4,402,,,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:26:58,FAIL,FAIL
G4,B13,p3_char_0416_侉__retry_2__G4,侉__retry_2__G4,416,,,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:26:58,FAIL,FAIL
G4,B13,p3_char_0340_佚__retry_3__G4,佚__retry_3__G4,340,,,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:26:59,FAIL,FAIL
G4,B13,p3_char_0341_社__retry_3__G4,社__retry_3__G4,341,,,character,1,False,FAIL,binary_or_4tier,2026-08-05T20:27:00,FAIL,FAIL
G5,G5_bootstrap,p2_radical_001_丨,丨,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T14:51:57,PASS,PASS
G5,G5_bootstrap,p2_radical_002_亅,亅,,,radical,radical,1,False,C,4tier,2026-08-08T14:52:00,C,C
G5,G5_bootstrap,p2_radical_003_丿,丿,,,radical,radical,1,False,C,4tier,2026-08-08T14:52:01,C,C
G5,G5_bootstrap,p2_radical_004_乛,乛,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T14:52:03,PASS,PASS
G5,G5_bootstrap,p2_radical_005_一,一,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T14:52:03,PASS,PASS
G5,G5_bootstrap,p2_radical_006_乙,乙,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T14:52:04,PASS,PASS
G5,G5_bootstrap,p2_radical_007_乚,乚,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T14:52:05,PASS,PASS
G5,G5_bootstrap,p2_radical_008_丶,丶,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T14:52:06,PASS,PASS
G5,G5_bootstrap,p2_radical_009_八,八,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T14:52:06,PASS,PASS
G5,G5_bootstrap,p2_radical_010_勹,勹,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T14:52:07,PASS,PASS
G5,G5_bootstrap,p2_radical_011_匕,匕,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T14:52:09,PASS,PASS
G5,G5_bootstrap,p2_radical_012_冫,冫,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T14:52:09,PASS,PASS
G5,G5_bootstrap,p2_radical_013_卜,卜,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T14:52:10,PASS,PASS
G5,G5_bootstrap,p2_radical_014_厂,厂,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T14:52:10,PASS,PASS
G5,G5_bootstrap,p2_radical_015_刀,刀,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T14:52:11,PASS,PASS
G5,G5_bootstrap,p2_radical_016_刂,刂,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T14:52:12,PASS,PASS
G5,G5_bootstrap,p2_radical_017_儿,儿,,,radical,radical,1,False,C,4tier,2026-08-08T14:52:13,C,C
G5,G5_bootstrap,p2_radical_018_二,二,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T14:52:14,PASS,PASS
G5,G5_B1,p2_radical_019_匚,匚,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T15:23:27,PASS,PASS
G5,G5_B1,p2_radical_020_阝,阝,,,radical,radical,1,False,C,4tier,2026-08-08T15:23:29,C,C
G5,G5_B1,p2_radical_021_丷,丷,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T15:24:23,PASS,PASS
G5,G5_B1,p2_radical_022_几,几,,,radical,radical,1,False,FAIL,binary_or_4tier,2026-08-08T15:24:26,FAIL,FAIL
G5,G5_B1,p2_radical_023_卩,卩,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T15:24:28,PASS,PASS
G5,G5_B1,p2_radical_024_冂,冂,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T15:24:29,PASS,PASS
G5,G5_B1,p2_radical_025_力,力,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T15:24:31,PASS,PASS
G5,G5_B1,p2_radical_026_冖,冖,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T15:24:31,PASS,PASS
G5,G5_B1,p2_radical_027_凵,凵,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T15:24:32,PASS,PASS
G5,G5_B1,p2_radical_028_人,人,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T15:24:33,PASS,PASS
G5,G5_B1,p2_radical_029_亻,亻,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T15:24:34,PASS,PASS
G5,G5_B1,p2_radical_030_入,入,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T15:24:35,PASS,PASS
G5,G5_B1,p2_radical_031_十,十,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T15:24:36,PASS,PASS
G5,G5_B1,p2_radical_032_厶,厶,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T15:24:36,PASS,PASS
G5,G5_B1,p2_radical_033_亠,亠,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T15:24:37,PASS,PASS
G5,G5_B1,p2_radical_034_匸,匸,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T15:24:37,PASS,PASS
G5,G5_B1,p2_radical_035_讠,讠,,,radical,radical,1,False,C,4tier,2026-08-08T15:24:38,C,C
G5,G5_B1,p2_radical_036_廴,廴,,,radical,radical,1,False,C,4tier,2026-08-08T15:24:40,C,C
G5,G5_B1,p2_radical_037_又,又,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T15:24:41,PASS,PASS
G5,G5_B1,p2_radical_038_㔾,㔾,,,radical,radical,1,False,FAIL,binary_or_4tier,2026-08-08T15:24:43,FAIL,FAIL
G5,G5_B1,p2_radical_039_艹,艹,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T15:24:45,PASS,PASS
G5,G5_B1,p2_radical_040_屮,屮,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T15:24:47,PASS,PASS
G5,G5_B1,p2_radical_041_彳,彳,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T15:24:49,PASS,PASS
G5,G5_B1,p2_radical_042_巛,巛,,,radical,radical,1,False,FAIL,binary_or_4tier,2026-08-08T15:24:50,FAIL,FAIL
G5,G5_B1,p2_radical_043_川,川,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T15:24:51,PASS,PASS
G5,G5_B1,p2_radical_044_辶,辶,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T15:24:53,PASS,PASS
G5,G5_B1,p2_radical_045_寸,寸,,,radical,radical,1,False,C,4tier,2026-08-08T15:24:55,C,C
G5,G5_B1,p2_radical_046_大,大,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T15:24:56,PASS,PASS
G5,G5_B1,p2_radical_047_飞,飞,,,radical,radical,1,False,FAIL,binary_or_4tier,2026-08-08T15:24:57,FAIL,FAIL
G5,G5_B1,p2_radical_048_干,干,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T15:24:58,PASS,PASS
G5,G5_B1,p2_radical_049_工,工,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T15:24:59,PASS,PASS
G5,G5_B1,p2_radical_050_弓,弓,,,radical,radical,1,False,C,4tier,2026-08-08T15:25:00,C,C
G5,G5_B1,p2_radical_051_廾,廾,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T15:25:01,PASS,PASS
G5,G5_B1,p2_radical_052_广,广,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T15:25:02,PASS,PASS
G5,G5_B1,p2_radical_053_己,己,,,radical,radical,1,False,C,4tier,2026-08-08T15:25:03,C,C
G5,G5_B1,p2_radical_054_彐,彐,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T15:25:04,PASS,PASS
G5,G5_B1,p2_radical_055_彑,彑,,,radical,radical,1,False,FAIL,binary_or_4tier,2026-08-08T15:25:06,FAIL,FAIL
G5,G5_B1,p2_radical_056_巾,巾,,,radical,radical,1,False,C,4tier,2026-08-08T15:25:08,C,C
G5,G5_B1,p2_radical_057_口,口,,,radical,radical,1,False,PASS,binary_or_4tier,2026-08-08T15:25:09,PASS,PASS
G5,G5_B1,p2_radical_058_马,马,,,radical,radical,1,False,FAIL,binary_or_4tier,2026-08-08T15:25:10,FAIL,FAIL
G5,G5_B1,p2_radical_059_门,门,,,radical,radical,1,False,C,4tier,2026-08-08T15:25:13,C,C
G5,G5_B1,p2_radical_060_宀,宀,,,radical,radical,1,False,C,4tier,2026-08-08T15:25:15,C,C
G5,G5_B1,p2_radical_061_女,女,,,radical,radical,1,False,C,4tier,2026-08-08T15:25:16,C,C
G5,G5_B1,p2_radical_062_犭,犭,,,radical,radical,1,False,FAIL,binary_or_4tier,2026-08-08T15:25:23,FAIL,FAIL
